Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CreditScore_binned
0,0,0.2972972972972973,9,0.5565022037433606,1,1,0,0.4685016419068021,1
0,1,0.6891891891891893,3,0.0,2,1,1,0.2915702449583935,2
0,0,0.1756756756756757,4,0.0,2,1,0,0.02393498579114305,4
0,0,0.6081081081081081,5,0.0,1,1,0,0.14041936004888467,1
1,1,0.1891891891891892,6,0.0,2,1,1,0.09855191170756807,0
0,1,0.21621621621621623,3,0.0,2,1,1,0.5235118953860094,0
0,0,0.22972972972972977,8,0.0,2,1,1,0.7642327342261186,1
2,0,0.5135135135135136,2,0.44607804706683907,3,1,0,0.98820702377077,0
1,1,0.14864864864864863,10,0.0,1,1,1,0.2595054827736049,1
0,1,0.39189189189189194,9,0.0,2,1,0,0.5658119850445718,3
2,1,0.24324324324324326,6,0.3851895405022813,1,0,0,0.9103254360791455,1
0,0,0.10810810810810811,1,0.0,2,1,1,0.09553607369503787,0
2,1,0.040540540540540515,6,0.3443729683235134,2,0,0,0.13660809607317498,2
1,1,0.445945945945946,0,0.6748243081483802,1,1,0,0.5453859343567311,2
0,0,0.12162162162162166,7,0.7435630538279506,1,1,1,0.875382148995229,3
0,1,0.24324324324324326,1,0.3875461148388974,1,1,0,0.945017749195048,2
1,1,0.35135135135135137,8,0.0,2,1,1,0.07808710731874893,1
0,1,0.2972972972972973,6,0.49736600226809224,1,1,0,0.3280340272496023,4
0,1,0.22972972972972977,4,0.44176394487498893,1,0,0,0.6321014656899734,4
1,1,0.21621621621621623,9,0.6090390723978808,1,1,0,0.09839144638312959,0
1,0,0.3243243243243243,2,0.0,1,0,0,0.8136913575246435,1
0,1,0.28265154327115366,6,0.0,2,1,0,0.518009819937804,3
1,0,0.16216216216216217,1,0.0,2,1,0,0.04057292471431021,1
2,1,0.1756756756756757,9,0.5506869342847528,1,1,0,0.06455041456459092,2
1,1,0.02702702702702703,8,0.0,1,1,0,0.5512573950812302,1
0,0,0.24324324324324326,1,0.4737024901225833,1,1,1,0.513726260857912,2
1,0,0.6081081081081081,2,0.5246320129419878,2,1,0,0.6105483073633532,1
0,1,0.36486486486486486,5,0.27252208257145366,1,1,0,0.965835587298587,0
0,1,0.4594594594594595,10,0.41991475503061826,1,1,0,0.0005575032415595688,2
0,0,0.36486486486486486,3,0.273575498322845,1,1,0,0.8400338732348939,1
1,0,0.22972972972972977,7,0.0,1,1,0,0.9386230385001767,1
2,0,0.2837837837837838,8,0.603399093233432,1,1,0,0.1363281193353965,1
2,1,0.2972972972972973,3,0.43025217928123727,1,1,0,0.2622152415555686,1
0,1,0.14864864864864863,6,0.0,2,1,1,0.543417246347026,1
1,0,0.08108108108108109,5,0.7086535812209651,2,0,0,0.39941054370692397,2
2,1,0.39189189189189194,4,0.5931743840696436,1,1,1,0.39723308575969,1
0,0,0.05405405405405406,1,0.3041818293634679,1,1,1,0.9739507122930239,0
0,1,0.37837837837837845,0,0.42236040935983216,1,1,0,0.028802650653137373,2
1,0,0.25675675675675674,10,0.0,2,1,0,0.556617306952814,4
0,0,0.37837837837837845,2,0.0,3,1,0,0.44522691917078083,1
1,0,0.2027027027027027,8,0.4568971808434254,2,1,0,0.5505665791083049,0
1,1,0.35135135135135137,2,0.0,2,1,0,0.9829469214309966,2
0,0,0.12162162162162166,2,0.0,1,1,1,0.2893499829233692,3
2,1,0.2837837837837838,4,0.4475531081165266,1,1,0,0.24683552279242665,0
0,0,0.16216216216216217,5,0.0,2,1,0,0.7199851585826446,0
2,0,0.37837837837837845,8,0.47626062039770817,2,0,1,0.8345018449261904,3
1,1,0.08108108108108109,10,0.2741424615866945,1,0,1,0.2399519654126969,3
2,1,0.2972972972972973,1,0.5769592347235486,2,1,1,0.8333025803964278,1
2,0,0.6486486486486487,7,0.4762866867579582,2,1,1,0.8701617004423922,2
0,0,0.5405405405405406,1,0.3588024524220173,1,0,1,0.014884921510004206,2
2,0,0.21621621621621623,1,0.5250613107497152,1,1,1,0.5427099788029757,3
2,0,0.3108108108108108,2,0.32576469593690416,2,0,0,0.9988439395962314,4
1,1,0.6756756756756757,4,0.4559096085585985,1,1,1,0.1429641530766188,2
0,1,0.21621621621621623,3,0.5780471266242004,1,1,1,0.20906531573765294,1
0,0,0.2837837837837838,1,0.292920404455849,1,0,1,0.5481250959466629,0
1,0,0.24324324324324326,6,0.0,2,1,1,0.4896818146132955,1
0,1,0.2027027027027027,4,0.0,2,1,1,0.19781489132212124,3
0,0,0.24324324324324326,1,0.0,1,1,1,0.28449616938417616,0
1,0,0.445945945945946,10,0.33668897200452985,2,1,1,0.9547187256382984,1
1,0,0.3108108108108108,3,0.3983526937171981,2,1,0,0.3558726358367224,4
0,1,0.08108108108108109,4,0.4869253887106116,1,1,0,0.8705604385218788,4
2,1,0.3108108108108108,9,0.6538355871900022,1,1,0,0.2469953380547842,2
1,1,0.4324324324324324,8,0.0,1,0,0,0.7218451862152835,1
0,0,0.28265154327115366,0,0.0,2,1,0,0.683383463120728,0
0,1,0.1891891891891892,4,0.0,2,0,1,0.48812911633060957,1
0,0,0.35135135135135137,6,0.5343448409671036,2,1,1,0.9878984943062061,2
2,1,0.3108108108108108,4,0.4345461537790105,2,1,1,0.2155481848516533,2
1,1,0.5945945945945947,3,0.5224368985830065,2,1,0,0.5967428889458942,2
2,1,0.36486486486486486,8,0.4806381347901055,1,0,0,0.9756549750501172,1
0,1,0.3243243243243243,7,0.4586565804466667,1,1,1,0.39659802511139813,1
0,1,0.3108108108108108,7,0.0,2,0,0,0.6743982050285802,3
1,1,0.16216216216216217,4,0.0,2,1,0,0.603679951435362,1
2,0,0.28265154327115366,2,0.5152053967409637,2,0,0,0.0957019395352256,3
1,1,0.0,8,0.5372574577989015,2,1,1,0.5742914448329814,2
1,0,0.1891891891891892,8,0.0,2,1,0,0.08357773167337479,3
1,1,0.2027027027027027,3,0.0,2,1,1,0.21274406705840407,3
0,0,0.16216216216216217,9,0.0,2,1,0,0.17086006713641153,2
0,0,0.21621621621621623,5,0.27501070255257826,2,1,1,0.3343703823715165,0
1,0,0.05405405405405406,7,0.6761698743900363,2,0,1,0.6818322149765302,0
0,1,0.3108108108108108,3,0.0,2,1,0,0.6636044742272886,1
1,0,0.10810810810810811,4,0.6947766322174873,2,0,1,0.1914414326568187,3
2,1,0.527027027027027,2,0.403091430468841,2,1,1,0.3547480284367157,3
1,1,0.2837837837837838,0,0.56528796213634,1,1,1,0.4637271859462579,4
1,1,0.5810810810810811,1,0.60968471302432,1,0,1,0.4148351667584254,1
0,1,0.24324324324324326,7,0.0,2,1,1,0.3737793959323116,2
1,1,0.2837837837837838,8,0.0,2,1,1,0.18541200684665385,4
0,1,0.28265154327115366,3,0.0,2,1,1,0.794098086367248,3
1,1,0.21621621621621623,7,0.0,2,1,0,0.3101220166525903,0
1,1,0.27027027027027034,6,0.4379041705737976,1,1,1,0.7732254930345848,1
2,0,0.5810810810810811,4,0.595960455498087,2,1,0,0.6183192994931016,2
0,0,0.27027027027027034,3,0.0,2,1,1,0.8183545028550226,1
0,0,0.12162162162162166,4,0.0,2,0,0,0.4437417273349605,1
1,0,0.4189189189189189,9,0.5637111067684892,1,0,0,0.8689213319872047,0
0,0,0.3378378378378379,6,0.0,3,0,0,0.6257747114849468,0
0,0,0.1891891891891892,6,0.7361012991370322,2,1,0,0.07473143685221938,0
1,1,0.1756756756756757,0,0.4989100554731207,1,1,1,0.36376348941323894,0
0,1,0.37837837837837845,6,0.0,2,1,1,0.4172652988360388,0
0,1,0.14864864864864863,7,0.0,2,1,1,0.4559689950390262,1
1,1,0.24324324324324326,3,0.2156181420113641,2,0,1,0.27236071044784776,2
0,1,0.4189189189189189,3,0.0,2,1,0,0.2505832306985317,1
2,1,0.27027027027027034,5,0.4475191501059255,1,0,1,0.44945302276367394,3
0,0,0.22972972972972977,4,0.0,1,1,1,0.6664443954397645,0
0,0,0.28265154327115366,2,0.3806610086190772,1,1,1,0.3160388317084281,1
1,1,0.25675675675675674,2,0.4113032506544789,2,1,0,0.8913690257419582,3
0,1,0.02702702702702703,3,0.0,2,1,1,0.7480823918684233,1
0,0,0.21621621621621623,3,0.38313272930854125,1,0,0,0.15481718504117142,1
1,1,0.3378378378378379,5,0.0,2,1,0,0.1466866085711185,1
0,1,0.0675675675675676,9,0.671079321488657,1,1,0,0.6733900087458352,1
0,0,0.6486486486486487,5,0.5976537724938441,1,1,1,0.38131646572247646,1
0,1,0.1756756756756757,4,0.47167461498013,1,0,0,0.8078902035144356,1
2,1,0.25675675675675674,2,0.5803554343518519,2,0,0,0.931534011498098,1
0,0,0.3243243243243243,4,0.43374319828421176,3,1,0,0.2777611761923264,0
2,0,0.28265154327115366,5,0.5238514569800033,2,1,1,0.017430914652349295,3
0,1,0.21621621621621623,3,0.0,2,1,1,0.5279907731188328,1
0,1,0.2972972972972973,5,0.0,2,0,0,0.5036285965309687,1
0,0,0.1891891891891892,6,0.2837297007721343,1,1,1,0.5529630079672608,0
1,1,0.12162162162162166,7,0.5954619662509189,1,0,0,0.8376330439556977,0
1,1,0.6486486486486487,5,0.46096193876964153,2,1,1,0.6598594165742827,2
2,0,0.16216216216216217,8,0.47440488686063736,2,1,1,0.6895256496995463,2
0,1,0.37837837837837845,6,0.4703983996051943,3,1,0,0.8132355139915861,4
0,1,0.445945945945946,6,0.0,2,0,1,0.9737014884921509,3
0,0,0.22972972972972977,5,0.5891358120741373,2,0,0,0.5451427611336882,0
0,1,0.37837837837837845,2,0.2273342933778412,1,1,1,0.7926728502571996,2
1,1,0.2972972972972973,8,0.0,1,1,0,0.37921941545417587,2
1,1,0.08108108108108109,4,0.0,2,1,1,0.35331969203058894,1
2,1,0.445945945945946,3,0.39531548446622294,1,1,1,0.1445671561634136,3
0,0,0.1891891891891892,9,0.7657405442982846,1,1,1,0.2713552644277528,4
0,0,0.40540540540540543,7,0.0,2,1,1,0.6643562960262704,4
1,0,0.22972972972972977,6,0.0,1,1,0,0.12739641635776217,2
0,0,0.10810810810810811,4,0.0,2,1,0,0.9274747238361263,0
0,1,0.1756756756756757,4,0.37166245466436193,1,1,0,0.3866577758175906,0
0,1,0.24324324324324326,2,0.27972106124841367,2,1,0,0.40302118852350394,1
0,1,0.21621621621621623,3,0.33110654608809503,1,1,0,0.6633715519832144,0
0,1,0.1891891891891892,0,0.0,2,0,1,0.004336864170528285,0
1,1,0.14864864864864863,5,0.4141413750897825,1,1,0,0.8061682890716063,1
2,0,0.5,7,0.50906425792241,2,1,0,0.69735424733062,1
1,1,0.2027027027027027,5,0.0,2,1,0,0.3313996486664476,4
0,1,0.28265154327115366,9,0.0,2,1,1,0.9975042616569882,1
0,1,0.2027027027027027,3,0.613075930550129,1,1,0,0.3958603546638704,2
2,1,0.3108108108108108,7,0.7589110781991207,2,1,1,0.6918155683867809,3
2,1,0.24324324324324326,4,0.32601180822062065,2,1,0,0.4505198246432534,4
0,1,0.12162162162162166,5,0.0,2,1,0,0.15268868176910894,1
0,0,0.3243243243243243,4,0.591012629868964,1,1,1,0.2234265872390813,2
0,1,0.22972972972972977,2,0.5334965682680167,1,1,1,0.32678160764353,1
0,0,0.40540540540540543,5,0.0,1,1,0,0.8026673047276014,0
2,0,0.4324324324324324,7,0.4346875657762082,1,1,1,0.7006895158487635,1
1,1,0.35135135135135137,8,0.0,2,0,0,0.31209420499657714,0
2,0,0.3378378378378379,3,0.463217954349513,3,1,0,0.27898854340589524,0
1,1,0.37837837837837845,2,0.0,2,1,1,0.5299081562289198,2
2,1,0.3108108108108108,2,0.40064442100774866,1,1,1,0.09701536496735437,0
0,0,0.28265154327115366,6,0.5756601813907791,1,1,1,0.369793265256832,1
1,1,0.27027027027027034,1,0.7218473843304268,2,1,0,0.9227531729280145,0
1,1,0.35135135135135137,4,0.4524651423213306,1,1,1,0.06197401851876854,0
0,0,0.2027027027027027,7,0.3584707241095379,1,1,0,0.6827077485899903,1
0,1,0.22972972972972977,4,0.0,1,1,1,0.8378874182484427,2
0,1,0.24324324324324326,1,0.0,2,1,0,0.2673564325393075,3
0,0,0.48648648648648657,3,0.0,1,1,0,0.6540322600808377,2
1,1,0.28265154327115366,7,0.30556514001362073,2,1,1,0.819065720776334,1
0,1,0.5810810810810811,3,0.24867156222671927,1,1,1,0.9622045405336208,1
2,1,0.35135135135135137,3,0.6541023887427762,2,1,1,0.06055183270002285,0
0,1,0.28265154327115366,3,0.3611238730434337,1,1,1,0.07173395059228155,2
0,1,0.37837837837837845,5,0.4937191430990966,1,1,1,0.8892473231193578,1
0,1,0.22972972972972977,3,0.5831514301284637,1,1,1,0.5272097985357601,1
0,1,0.13513513513513514,9,0.45728431013564114,2,0,1,0.39737874967059356,0
2,1,0.3243243243243243,9,0.6109229049930194,1,1,1,0.7566991647702355,0
2,0,0.28265154327115366,9,0.6647184918785154,2,0,1,0.8632589412288874,0
1,1,0.35135135135135137,4,0.0,1,0,0,0.4248471729050124,2
2,0,0.40540540540540543,6,0.44027138668134147,2,1,1,0.4027411117761746,2
2,1,0.3243243243243243,8,0.6051714463031584,2,1,0,0.3434517996468663,3
1,0,0.6351351351351351,9,0.4086962160612702,1,1,0,0.9074808644225524,0
2,0,0.445945945945946,8,0.5281359455546274,1,1,1,0.8065425248111193,1
1,1,0.5,8,0.342152584740681,2,1,1,0.6445957588949744,1
2,1,0.28265154327115366,5,0.5777723138506157,1,0,1,0.13393854113067796,2
0,0,0.37837837837837845,5,0.0,2,1,0,0.24850508223535345,1
0,1,0.10810810810810811,0,0.0,2,0,1,0.3646267218519369,1
0,0,0.14864864864864863,9,0.28695431679053435,1,1,1,0.17424604049686743,1
0,0,0.47297297297297297,1,0.6308208245028888,1,1,1,0.0251264495759345,3
0,1,0.13513513513513514,10,0.3171127368885112,1,1,1,0.37341461109535956,1
2,1,0.527027027027027,7,0.40601548620796596,1,0,1,0.5674160882364265,2
0,1,0.1756756756756757,3,0.383774384252985,1,1,0,0.28394286654375495,0
2,0,0.1891891891891892,6,0.5258665779400713,2,1,1,0.008922602108501362,0
2,0,0.2837837837837838,4,0.3338620473356334,2,1,0,0.5917913160706847,1
1,1,0.1891891891891892,2,0.5258945574276792,1,0,1,0.79870617643985,0
0,0,0.21621621621621623,5,0.2957271615738486,2,1,0,0.4843659569488886,2
2,0,0.2972972972972973,0,0.5592166126095262,1,1,0,0.8031118471814057,1
0,1,0.2837837837837838,7,0.0,2,0,0,0.0745346680607998,2
0,1,0.24324324324324326,1,0.0,2,0,0,0.6657123755318632,1
1,0,0.2837837837837838,2,0.505448965354818,1,1,1,0.3742324892027188,2
0,1,0.21621621621621623,0,0.4109563767504169,1,0,0,0.6282361965567712,1
2,1,0.1756756756756757,2,0.6416849964860236,2,0,1,0.3241298544010953,2
1,1,0.5945945945945947,5,0.0,2,1,1,0.9012459689900385,4
0,1,0.3378378378378379,9,0.5113010226582435,1,1,0,0.16494230198984,2
0,0,0.2027027027027027,6,0.0,2,1,1,0.6306618282045935,3
2,0,0.14864864864864863,0,0.5523252090121532,1,1,0,0.9668493841161829,1
1,1,0.5135135135135136,6,0.37557531824973245,1,0,0,0.6058229560923069,3
1,0,0.25675675675675674,3,0.0,3,0,0,0.494475922450594,3
0,1,0.09459459459459457,10,0.0,1,0,1,0.5494703744207572,1
2,0,0.27027027027027034,9,0.24504957371337505,1,1,1,0.8377154018208739,0
2,1,0.22972972972972977,7,0.36111243413610683,2,1,1,0.2584438313858974,1
2,0,0.12162162162162166,2,0.5876328512504818,1,0,0,0.9375719381200904,1
1,0,0.1756756756756757,2,0.3513850982285278,2,1,0,0.6381574440359055,1
2,0,0.1756756756756757,7,0.5935227326760439,2,1,0,0.2690539446517142,3
0,0,0.22972972972972977,8,0.0,2,0,1,0.051732190424185504,0
0,0,0.28265154327115366,8,0.0,2,1,0,0.6653013862823899,1
1,0,0.14864864864864863,9,0.47950775551938246,1,1,1,0.03392338968371479,0
1,1,0.39189189189189194,1,0.43793406318876327,2,1,0,0.41803927275054764,4
2,0,0.09459459459459457,5,0.6288642532113338,2,1,1,0.2921040459363869,1
2,1,0.6756756756756757,6,0.4487712521047889,1,1,0,0.17928642185328697,3
2,1,0.445945945945946,3,0.38617854763262655,1,1,0,0.8820429851050774,2
0,0,0.35135135135135137,7,0.6349854636199105,1,0,0,0.1238545781122097,3
1,0,0.2027027027027027,8,0.48835836095842744,1,1,0,0.9813373177138416,1
2,1,0.16216216216216217,4,0.4544781508699409,1,1,1,0.9686174029619827,2
0,0,0.22972972972972977,9,0.0,2,0,0,0.12660159045188815,4
2,0,0.5405405405405406,3,0.47439480308518894,2,1,0,0.1759551037124045,1
2,0,0.3108108108108108,9,0.3930364715012379,1,1,0,0.7567611206870256,2
1,1,0.3108108108108108,5,0.4170285632704498,1,1,1,0.4777438245352431,1
1,0,0.05405405405405406,3,0.4309203788677706,1,0,1,0.26661106135635954,0
2,0,0.2972972972972973,6,0.47631920992304094,2,1,0,0.45778896884652487,0
0,1,0.16216216216216217,4,0.0,2,1,0,0.2466548555387039,3
2,0,0.2972972972972973,10,0.547591932644844,2,1,0,0.8506344355885986,1
1,1,0.25675675675675674,3,0.0,2,1,0,0.8309079517093881,0
1,1,0.2027027027027027,4,0.0,1,1,0,0.14827851059776206,1
1,1,0.14864864864864863,9,0.0,2,1,0,0.25336369623299027,2
1,1,0.3378378378378379,2,0.5439972061963485,2,1,0,0.41406129285346743,2
0,1,0.13513513513513514,8,0.3985163059631104,1,1,0,0.9829487216029129,4
1,1,0.1756756756756757,7,0.5963412475559301,2,1,1,0.5226595639883609,1
0,1,0.2027027027027027,1,0.5685393220809294,1,0,0,0.3456384084680087,3
2,0,0.48648648648648657,6,0.46229471097209235,1,1,0,0.287739479120256,1
2,1,0.1891891891891892,5,0.6983501149809471,1,1,1,0.7758442431252184,0
1,0,0.25675675675675674,9,0.5312613180913415,1,1,0,0.5558706356457042,0
2,1,0.25675675675675674,9,0.45922226829227764,2,1,0,0.7249879863526966,0
2,0,0.14864864864864863,10,0.5198134429799764,2,0,0,0.5313755963694533,4
1,0,0.22972972972972977,5,0.0,2,0,0,0.5018175735782767,3
1,1,0.12162162162162166,3,0.0,2,1,0,0.22000766073159986,1
0,1,0.3378378378378379,1,0.4582507583058923,1,1,0,0.6296049272705543,3
2,0,0.48648648648648657,1,0.3025166114257785,1,1,1,0.9608071570835014,3
2,0,0.28265154327115366,4,0.31068267598210897,1,1,1,0.6057572498173576,2
0,1,0.0,2,0.702036033833498,2,1,0,0.6482751102730311,2
1,1,0.16216216216216217,4,0.4997447768534229,1,1,0,0.3414443579361829,0
2,1,0.6081081081081081,3,0.5932430972272448,1,1,0,0.3470458928827703,0
1,1,0.05405405405405406,8,0.0,3,1,0,0.536457881727705,2
0,1,0.25675675675675674,3,0.0,1,1,0,0.6094196495765345,3
0,0,0.14864864864864863,10,0.0,2,1,1,0.5564244885386554,1
1,1,0.25675675675675674,6,0.0,2,0,0,0.6825415827211497,0
0,1,0.28265154327115366,4,0.4003480855513887,1,0,1,0.7482826109893495,1
0,1,0.1891891891891892,8,0.0,2,0,0,0.20440732089914584,0
2,1,0.13513513513513514,7,0.4681822408452771,2,1,1,0.17240886504661193,1
2,1,0.3378378378378379,10,0.41969829264144665,1,1,1,0.39468774267942586,4
0,1,0.2027027027027027,2,0.43202142351900735,1,0,1,0.19524909628869555,2
1,1,0.5675675675675675,8,0.3538759900483898,1,1,1,0.9843281033338683,2
0,1,0.13513513513513514,3,0.0,2,1,0,0.011469545341580121,3
1,1,0.21621621621621623,3,0.33133807435520934,1,1,1,0.10675669526439774,1
0,1,0.2837837837837838,4,0.0,2,1,0,0.135706810000355,0
1,1,0.6081081081081081,4,0.45657023534934055,1,1,0,0.3692587642119822,1
2,0,0.12162162162162166,8,0.44574982615451564,2,1,1,0.554023959288112,4
2,0,0.14864864864864863,6,0.7395208150050087,1,1,0,0.8552119227386215,2
1,0,0.2837837837837838,10,0.0,2,1,1,0.7151608478609707,4
2,0,0.25675675675675674,10,0.4843885818341623,2,1,1,0.36730157730063223,3
1,1,0.25675675675675674,3,0.4288310445089479,2,0,1,0.7656288675568517,1
1,1,0.24324324324324326,8,0.5077652843032803,1,1,0,0.756690563948857,2
1,1,0.21621621621621623,9,0.0,1,1,1,0.4660277056458892,0
2,0,0.4189189189189189,2,0.6028322096832225,2,1,1,0.8362116582133593,0
2,0,0.28265154327115366,5,0.4409160308872818,1,1,0,0.44662310250628934,0
1,0,0.10810810810810811,2,0.0,2,1,1,0.4662658783913864,2
0,1,0.16216216216216217,7,0.0,2,1,1,0.922938640640181,2
2,0,0.7297297297297298,8,0.5392245911477446,2,1,1,0.31862112831775435,4
1,0,0.2837837837837838,9,0.6456561307421672,1,0,0,0.4510470749956621,2
1,1,0.21621621621621623,2,0.0,1,0,0,0.8709704776806185,3
0,1,0.24324324324324326,3,0.0,2,1,0,0.17574158332120715,1
1,1,0.36486486486486486,3,0.4195580763488475,2,1,1,0.9686571567584704,2
1,1,0.21621621621621623,3,0.6439755679287954,1,0,1,0.9554144420792186,1
0,1,0.5540540540540542,4,0.4893680537783289,1,0,1,0.7008437805810455,2
1,1,0.12162162162162166,2,0.0,2,1,1,0.06605465821986,2
2,1,0.3378378378378379,8,0.3840356058509653,1,0,0,0.050995970115145985,2
0,1,0.6486486486486487,2,0.0,1,1,0,0.6539255498900144,0
0,1,0.16216216216216217,9,0.0,1,1,1,0.5408043968198963,2
2,1,0.6351351351351351,6,0.5160355345869713,1,1,1,0.4258801715563836,1
2,0,0.3378378378378379,4,0.4618928745133134,1,1,1,0.5867440840600278,2
0,0,0.21621621621621623,2,0.38270319235989403,1,0,0,0.045371432971848806,0
2,0,0.47297297297297297,5,0.49344747901428826,1,1,0,0.512133558754861,2
0,1,0.21621621621621623,7,0.0,2,1,1,0.9021644567056153,1
0,1,0.2837837837837838,7,0.0,2,1,0,0.09906666086611271,0
2,1,0.09459459459459457,6,0.41456589007911543,1,1,0,0.5738686544565006,0
0,0,0.16216216216216217,4,0.2962286400825132,1,1,1,0.11459844415141646,1
0,1,0.5540540540540542,5,0.0,1,1,1,0.6863774990511593,1
2,0,0.6216216216216217,1,0.6750247879527501,1,1,0,0.4237841713883676,2
1,0,0.25675675675675674,4,0.0,2,1,0,0.6284834201666258,1
2,1,0.5540540540540542,4,0.44216877059526444,1,1,0,0.36420978203418425,0
1,0,0.5,7,0.0,3,1,0,0.4294368612202465,1
0,1,0.3378378378378379,1,0.5212822066521113,1,0,1,0.5074655629612628,3
0,1,0.28265154327115366,3,0.5933644612440055,2,0,1,0.35594019228836354,4
2,0,0.3378378378378379,2,0.4529388406264871,4,1,0,0.5755788177770977,1
1,0,0.40540540540540543,1,0.6526985518303469,1,0,0,0.7869229511418341,2
0,0,0.21621621621621623,10,0.0,2,1,0,0.13125953528561976,0
1,0,0.24324324324324326,3,0.0,3,1,0,0.3251726539884559,2
0,1,0.4189189189189189,4,0.0,1,1,1,0.9515167698515208,0
0,1,0.040540540540540515,6,0.3047737828534287,1,1,1,0.8675835542294289,2
0,1,0.2972972972972973,4,0.0,2,0,0,0.8666331134623355,2
0,1,0.21621621621621623,2,0.2872868023825929,1,1,1,0.5788370289362633,4
0,1,0.4189189189189189,8,0.6883808481762457,1,1,0,0.569300518199488,1
1,0,0.37837837837837845,10,0.5237774428653483,1,1,0,0.27470588441196137,0
0,0,0.16216216216216217,6,0.0,1,0,1,0.8751520270185802,0
2,1,0.09459459459459457,1,0.4441330342530707,1,1,1,0.8434404985676132,0
1,1,0.35135135135135137,6,0.0,1,1,1,0.5723445089006,1
2,0,0.3108108108108108,0,0.5566365212266065,1,1,1,0.8812968638504977,0
1,1,0.6621621621621623,5,0.4774267910927501,2,1,1,0.5376650470119897,1
1,0,0.7297297297297298,4,0.0,2,1,1,0.25130454958448534,2
1,1,0.7432432432432432,1,0.4326659880113078,1,0,1,0.8398680573994816,2
0,0,0.3378378378378379,7,0.0,2,1,0,0.6554746478288676,2
1,1,0.28265154327115366,2,0.0,2,1,0,0.07081931324441483,2
0,0,0.13513513513513514,1,0.0,1,1,1,0.8121599112715263,0
0,1,0.24324324324324326,5,0.0,2,1,0,0.8212872829355203,0
1,0,0.24324324324324326,3,0.5328319557952793,1,1,0,0.954825685852999,1
1,0,0.1756756756756757,4,0.0,2,1,1,0.6830574319847544,2
2,0,0.37837837837837845,0,0.35507599918357297,1,0,1,0.4396933407140382,4
2,1,0.13513513513513514,8,0.4777219308445115,2,1,0,0.6271152895101482,2
0,0,0.5,2,0.6354821991670004,1,1,0,0.5034207266793979,1
0,0,0.3378378378378379,10,0.0,2,1,1,0.5805550930113825,3
0,0,0.12162162162162166,7,0.6328731717327941,2,0,1,0.23786106573177737,3
0,0,0.5675675675675675,6,0.5888914897678178,1,1,0,0.4410144168768117,1
0,1,0.13513513513513514,9,0.0,2,1,1,0.26269338721847935,0
0,1,0.08108108108108109,10,0.0,1,0,0,0.4608892149200248,0
0,0,0.22972972972972977,7,0.6567169164181362,3,1,0,0.5990705612385983,1
1,0,0.2972972972972973,2,0.0,2,1,0,0.9988073361005976,2
2,0,0.5,9,0.7177225621765396,1,1,1,0.5006284600179317,2
1,1,0.24324324324324326,6,0.34184564737021317,1,1,1,0.12396778892384222,1
0,1,0.37837837837837845,5,0.0,2,1,0,0.8995715590838924,2
2,0,0.16216216216216217,3,0.41814327881093083,2,1,1,0.2146288970596692,4
2,1,0.5,5,0.6185625805282138,1,0,1,0.6060382766554205,3
2,0,0.2027027027027027,7,0.5247031175087863,2,0,0,0.3988561407614427,0
0,0,0.5675675675675675,3,0.0,2,1,1,0.43489088207923854,1
2,0,0.4324324324324324,1,0.48425282950539805,2,0,1,0.5303000936589444,3
0,1,0.3108108108108108,4,0.5196764152329738,1,0,1,0.6533142415100641,1
2,1,0.24324324324324326,2,0.30367102435893395,2,1,1,0.7453439803501235,1
1,0,0.13513513513513514,6,0.0,1,1,0,0.24210012056151362,2
0,0,0.1891891891891892,5,0.0,1,1,1,0.7534352030618924,2
2,1,0.2837837837837838,0,0.5086990498811689,1,0,1,0.11094169493186598,0
0,1,0.3108108108108108,6,0.0,1,1,1,0.8381280412279372,0
0,1,0.1756756756756757,8,0.43674322112216957,2,1,1,0.25748423974489565,2
1,1,0.21621621621621623,5,0.45405861798310226,2,1,0,0.1538178896084576,2
0,0,0.445945945945946,1,0.4968652411821868,1,1,1,0.3269256213968434,0
0,0,0.1756756756756757,7,0.5555844606070935,1,0,1,0.030549217450266498,0
1,1,0.21621621621621623,0,0.6051830047809452,1,1,0,0.5114899972947416,0
0,1,0.12162162162162166,4,0.7051210314115983,1,1,0,0.4029169285666781,0
0,0,0.27027027027027034,1,0.50170828323165,2,1,1,0.5392024438333861,0
0,1,0.5135135135135136,8,0.47627405214603274,2,1,0,0.14936131400548752,3
0,1,0.35135135135135137,1,0.25333799870696505,2,0,1,0.2631158775663076,0
0,0,0.1756756756756757,10,0.4409572029822946,1,1,0,0.7411071757352826,1
2,0,0.2972972972972973,0,0.32664497366241413,1,1,1,0.994029229791445,1
0,1,0.3108108108108108,7,0.0,1,0,1,0.1432935845373233,1
1,0,0.1891891891891892,4,0.6991130542285118,2,1,1,0.8639867607356502,1
2,1,0.22972972972972977,9,0.48368319583461167,1,0,1,0.17831637921421492,0
0,0,0.5135135135135136,10,0.5151701234553041,2,1,0,0.7124703409175577,1
1,0,0.27027027027027034,2,0.19285519471272183,1,1,0,0.9240145433888936,4
0,1,0.16216216216216217,8,0.0,2,1,1,0.12052315996177633,3
0,1,0.24324324324324326,3,0.0,1,0,0,0.32570955526252754,3
0,1,0.3243243243243243,9,0.0,1,1,0,0.37036702005041483,0
0,0,0.3108108108108108,10,0.5626271606930129,1,1,0,0.254508805590934,1
